sale_id,sale_date,product_id,quantity,category,revenue,cost,profit
13558,2025-11-11,64,1,Sports,16.75,8.47,8.28
13559,2025-11-11,144,2,Home & Kitchen,116.38,74.94,41.44
13560,2025-11-11,36,1,Home & Kitchen,66.83,33.95,32.88
13561,2025-11-11,93,1,Apparel,42.54,19.27,23.27
13562,2025-11-11,68,2,Sports,60.54,29.78,30.76
13563,2025-11-11,120,1,Apparel,63.86,25.6,38.26
13564,2025-11-11,101,1,Apparel,89.99,47.95,42.04
13565,2025-11-11,21,1,Beauty,27.07,12.39,14.68
13566,2025-11-11,19,1,Apparel,72.65,45.18,27.47
13567,2025-11-11,18,1,Home & Kitchen,135.0,79.9,55.1
13568,2025-11-11,122,1,Home & Kitchen,139.07,84.24,54.83
13569,2025-11-11,131,1,Sports,180.56,90.59,89.97
13570,2025-11-11,146,1,Beauty,53.79,34.59,19.2
13571,2025-11-11,56,1,Beauty,20.65,10.69,9.96
13572,2025-11-11,52,3,Electronics,1811.79,1036.29,775.5
13573,2025-11-11,37,2,Electronics,1135.78,675.58,460.2
13574,2025-11-11,73,1,Apparel,56.81,28.87,27.94
13575,2025-11-11,69,1,Home & Kitchen,116.0,47.74,68.26
13576,2025-11-11,144,3,Home & Kitchen,174.57,112.41,62.16
13577,2025-11-11,20,1,Beauty,29.99,14.29,15.7
13578,2025-11-11,69,1,Home & Kitchen,116.0,47.74,68.26
13579,2025-11-11,60,1,Home & Kitchen,85.48,50.09,35.39
13580,2025-11-11,31,1,Sports,156.63,76.33,80.3
13581,2025-11-11,20,1,Beauty,29.99,14.29,15.7
13582,2025-11-11,128,1,Electronics,758.09,475.99,282.1
13583,2025-11-11,32,1,Sports,110.52,58.66,51.86
13584,2025-11-11,61,1,Beauty,7.96,3.86,4.1
13585,2025-11-11,145,1,Apparel,23.38,13.88,9.5
13586,2025-11-11,41,1,Apparel,77.17,44.22,32.95
13587,2025-11-12,90,1,Apparel,82.27,40.87,41.4
13588,2025-11-12,51,1,Apparel,17.47,9.22,8.25
13589,2025-11-12,127,1,Sports,134.79,59.59,75.2
13590,2025-11-12,114,2,Home & Kitchen,164.04,79.28,84.76
13591,2025-11-12,47,1,Beauty,57.98,28.89,29.09
13592,2025-11-12,20,1,Beauty,29.99,14.29,15.7
13593,2025-11-12,120,1,Apparel,63.86,25.6,38.26
13594,2025-11-12,41,1,Apparel,77.17,44.22,32.95
13595,2025-11-12,17,1,Home & Kitchen,94.05,58.74,35.31
13596,2025-11-12,120,1,Apparel,63.86,25.6,38.26
13597,2025-11-12,60,1,Home & Kitchen,85.48,50.09,35.39
13598,2025-11-12,50,2,Beauty,65.18,26.66,38.52
13599,2025-11-12,127,1,Sports,134.79,59.59,75.2
13600,2025-11-12,95,2,Home & Kitchen,295.14,121.02,174.12
13601,2025-11-12,117,1,Apparel,52.11,26.04,26.07
13602,2025-11-12,142,2,Electronics,495.84,227.5,268.34
13603,2025-11-12,85,1,Electronics,707.06,458.4,248.66
13604,2025-11-12,120,3,Apparel,191.58,76.8,114.78
13605,2025-11-12,40,1,Sports,176.83,88.95,87.88
13606,2025-11-12,16,1,Apparel,85.29,45.28,40.01
13607,2025-11-12,70,1,Home & Kitchen,94.87,40.66,54.21
13608,2025-11-12,36,1,Home & Kitchen,66.83,33.95,32.88
13609,2025-11-12,33,1,Home & Kitchen,87.61,49.1,38.51
13610,2025-11-12,138,2,Home & Kitchen,87.46,44.44,43.02
13611,2025-11-12,37,1,Electronics,567.89,337.79,230.1
13612,2025-11-12,81,1,Home & Kitchen,22.54,10.91,11.63
13613,2025-11-12,16,1,Apparel,85.29,45.28,40.01
13614,2025-11-12,135,1,Home & Kitchen,62.07,29.38,32.69
13615,2025-11-12,140,1,Apparel,61.96,39.39,22.57
13616,2025-11-12,131,1,Sports,180.56,90.59,89.97
13617,2025-11-12,113,1,Sports,151.34,83.36,67.98
13618,2025-11-12,15,1,Sports,126.82,71.42,55.4
13619,2025-11-12,112,2,Home & Kitchen,186.82,84.9,101.92
13620,2025-11-12,147,1,Electronics,297.88,135.92,161.96
13621,2025-11-12,14,2,Beauty,93.32,46.62,46.7
13622,2025-11-12,61,1,Beauty,7.96,3.86,4.1
13623,2025-11-12,72,1,Home & Kitchen,119.14,70.44,48.7
13624,2025-11-12,41,1,Apparel,77.17,44.22,32.95
13625,2025-11-12,52,2,Electronics,1207.86,690.86,517.0
13626,2025-11-12,60,1,Home & Kitchen,85.48,50.09,35.39
13627,2025-11-12,106,1,Sports,69.03,37.72,31.31
13628,2025-11-12,70,1,Home & Kitchen,94.87,40.66,54.21
13629,2025-11-12,87,1,Beauty,51.4,28.76,22.64
13630,2025-11-12,16,1,Apparel,85.29,45.28,40.01
13631,2025-11-12,38,1,Electronics,443.58,179.43,264.15
13632,2025-11-12,113,3,Sports,454.02,250.08,203.94
13633,2025-11-12,56,1,Beauty,20.65,10.69,9.96
13634,2025-11-12,103,1,Electronics,569.26,234.16,335.1
13635,2025-11-12,47,2,Beauty,115.96,57.78,58.18
13636,2025-11-12,89,3,Home & Kitchen,406.56,255.18,151.38
13637,2025-11-12,50,1,Beauty,32.59,13.33,19.26
13638,2025-11-12,120,2,Apparel,127.72,51.2,76.52
13639,2025-11-12,121,1,Home & Kitchen,142.49,70.1,72.39
13640,2025-11-12,98,1,Beauty,54.56,31.42,23.14
13641,2025-11-12,78,1,Sports,66.3,32.27,34.03
13642,2025-11-12,14,1,Beauty,46.66,23.31,23.35
13643,2025-11-12,106,3,Sports,207.09,113.16,93.93
13644,2025-11-12,8,1,Apparel,39.51,19.84,19.67
13645,2025-11-12,103,1,Electronics,569.26,234.16,335.1
13646,2025-11-12,18,1,Home & Kitchen,135.0,79.9,55.1
13647,2025-11-12,68,1,Sports,30.27,14.89,15.38
13648,2025-11-12,15,1,Sports,126.82,71.42,55.4
13649,2025-11-12,105,2,Apparel,64.08,30.52,33.56
13650,2025-11-12,57,1,Home & Kitchen,43.33,23.9,19.43
13651,2025-11-12,30,1,Beauty,52.15,23.16,28.99
13652,2025-11-12,26,2,Home & Kitchen,49.36,31.54,17.82
13653,2025-11-12,129,2,Electronics,580.64,298.08,282.56
13654,2025-11-12,2,1,Electronics,66.21,29.89,36.32
13655,2025-11-13,61,1,Beauty,7.96,3.86,4.1
13656,2025-11-13,21,1,Beauty,27.07,12.39,14.68
13657,2025-11-13,112,1,Home & Kitchen,93.41,42.45,50.96
13658,2025-11-13,60,1,Home & Kitchen,85.48,50.09,35.39
13659,2025-11-13,88,1,Apparel,54.57,26.74,27.83
13660,2025-11-13,94,1,Beauty,42.41,25.94,16.47
13661,2025-11-13,49,1,Apparel,83.86,46.51,37.35
13662,2025-11-13,56,1,Beauty,20.65,10.69,9.96
13663,2025-11-13,121,2,Home & Kitchen,284.98,140.2,144.78
13664,2025-11-13,147,1,Electronics,297.88,135.92,161.96
13665,2025-11-13,114,1,Home & Kitchen,82.02,39.64,42.38
13666,2025-11-13,121,2,Home & Kitchen,284.98,140.2,144.78
13667,2025-11-13,21,1,Beauty,27.07,12.39,14.68
13668,2025-11-13,20,1,Beauty,29.99,14.29,15.7
13669,2025-11-13,93,1,Apparel,42.54,19.27,23.27
13670,2025-11-13,42,1,Apparel,58.34,29.79,28.55
13671,2025-11-13,150,1,Sports,126.43,81.37,45.06
13672,2025-11-13,11,3,Home & Kitchen,142.14,59.88,82.26
13673,2025-11-13,35,1,Electronics,212.61,121.41,91.2
13674,2025-11-13,3,1,Home & Kitchen,52.32,29.61,22.71
13675,2025-11-13,60,1,Home & Kitchen,85.48,50.09,35.39
13676,2025-11-13,59,2,Electronics,666.3,292.12,374.18
13677,2025-11-13,38,1,Electronics,443.58,179.43,264.15
13678,2025-11-13,100,1,Electronics,253.6,142.04,111.56
13679,2025-11-13,20,1,Beauty,29.99,14.29,15.7
13680,2025-11-13,28,1,Beauty,17.99,10.34,7.65
13681,2025-11-13,108,1,Apparel,55.99,27.29,28.7
13682,2025-11-13,13,2,Electronics,702.24,422.12,280.12
13683,2025-11-13,6,1,Sports,104.23,64.2,40.03
13684,2025-11-13,79,2,Electronics,1193.82,550.44,643.38
13685,2025-11-13,135,1,Home & Kitchen,62.07,29.38,32.69
13686,2025-11-13,25,1,Electronics,344.03,144.56,199.47
13687,2025-11-13,2,1,Electronics,66.21,29.89,36.32
13688,2025-11-13,105,2,Apparel,64.08,30.52,33.56
13689,2025-11-13,130,1,Home & Kitchen,132.68,70.56,62.12
13690,2025-11-13,126,1,Home & Kitchen,108.45,55.71,52.74
13691,2025-11-13,105,1,Apparel,32.04,15.26,16.78
13692,2025-11-13,146,1,Beauty,53.79,34.59,19.2
13693,2025-11-13,149,1,Apparel,46.8,24.94,21.86
13694,2025-11-13,102,1,Beauty,37.1,17.91,19.19
13695,2025-11-13,58,1,Beauty,23.81,13.53,10.28
13696,2025-11-13,4,2,Sports,333.26,147.86,185.4
13697,2025-11-13,15,1,Sports,126.82,71.42,55.4
13698,2025-11-13,117,1,Apparel,52.11,26.04,26.07
13699,2025-11-13,25,1,Electronics,344.03,144.56,199.47
13700,2025-11-13,67,1,Home & Kitchen,145.61,72.65,72.96
13701,2025-11-13,49,1,Apparel,83.86,46.51,37.35
13702,2025-11-13,98,1,Beauty,54.56,31.42,23.14
13703,2025-11-13,60,2,Home & Kitchen,170.96,100.18,70.78
13704,2025-11-13,18,1,Home & Kitchen,135.0,79.9,55.1
13705,2025-11-13,145,2,Apparel,46.76,27.76,19.0
13706,2025-11-13,56,1,Beauty,20.65,10.69,9.96
13707,2025-11-13,8,1,Apparel,39.51,19.84,19.67
13708,2025-11-13,53,1,Home & Kitchen,45.49,26.22,19.27
13709,2025-11-13,94,1,Beauty,42.41,25.94,16.47
13710,2025-11-13,124,1,Sports,36.53,19.43,17.1
13711,2025-11-13,136,1,Sports,16.59,10.29,6.3
13712,2025-11-13,57,1,Home & Kitchen,43.33,23.9,19.43
13713,2025-11-13,131,1,Sports,180.56,90.59,89.97
13714,2025-11-13,23,1,Home & Kitchen,122.65,73.51,49.14
13715,2025-11-13,70,2,Home & Kitchen,189.74,81.32,108.42
13716,2025-11-13,95,1,Home & Kitchen,147.57,60.51,87.06
13717,2025-11-13,54,2,Sports,184.48,103.68,80.8
13718,2025-11-13,39,1,Apparel,66.41,29.07,37.34
13719,2025-11-13,100,2,Electronics,507.2,284.08,223.12
13720,2025-11-14,146,2,Beauty,107.58,69.18,38.4
13721,2025-11-14,21,1,Beauty,27.07,12.39,14.68
13722,2025-11-14,19,1,Apparel,72.65,45.18,27.47
13723,2025-11-14,129,1,Electronics,290.32,149.04,141.28
13724,2025-11-14,144,1,Home & Kitchen,58.19,37.47,20.72
13725,2025-11-14,71,1,Sports,29.65,13.78,15.87
13726,2025-11-14,37,1,Electronics,567.89,337.79,230.1
13727,2025-11-14,83,2,Apparel,60.24,36.02,24.22
13728,2025-11-14,145,1,Apparel,23.38,13.88,9.5
13729,2025-11-14,89,1,Home & Kitchen,135.52,85.06,50.46
13730,2025-11-14,88,1,Apparel,54.57,26.74,27.83
13731,2025-11-14,72,1,Home & Kitchen,119.14,70.44,48.7
13732,2025-11-14,145,1,Apparel,23.38,13.88,9.5
13733,2025-11-14,31,1,Sports,156.63,76.33,80.3
13734,2025-11-14,98,1,Beauty,54.56,31.42,23.14
13735,2025-11-14,27,1,Home & Kitchen,35.09,21.49,13.6
13736,2025-11-14,146,1,Beauty,53.79,34.59,19.2
13737,2025-11-14,29,1,Sports,162.79,101.63,61.16
13738,2025-11-14,146,1,Beauty,53.79,34.59,19.2
13739,2025-11-14,16,1,Apparel,85.29,45.28,40.01
13740,2025-11-14,24,1,Home & Kitchen,142.76,81.61,61.15
13741,2025-11-14,37,2,Electronics,1135.78,675.58,460.2
13742,2025-11-14,51,1,Apparel,17.47,9.22,8.25
13743,2025-11-14,139,1,Home & Kitchen,13.27,7.12,6.15
13744,2025-11-14,143,2,Apparel,178.6,109.14,69.46
13745,2025-11-14,140,1,Apparel,61.96,39.39,22.57
13746,2025-11-14,13,2,Electronics,702.24,422.12,280.12
13747,2025-11-14,136,2,Sports,33.18,20.58,12.6
13748,2025-11-14,120,2,Apparel,127.72,51.2,76.52
13749,2025-11-14,19,1,Apparel,72.65,45.18,27.47
13750,2025-11-14,44,1,Home & Kitchen,102.5,49.84,52.66
13751,2025-11-14,28,1,Beauty,17.99,10.34,7.65
13752,2025-11-14,1,1,Home & Kitchen,121.9,69.48,52.42
13753,2025-11-14,70,2,Home & Kitchen,189.74,81.32,108.42
13754,2025-11-14,129,1,Electronics,290.32,149.04,141.28
13755,2025-11-14,59,3,Electronics,999.45,438.18,561.27
13756,2025-11-14,91,1,Home & Kitchen,138.13,56.15,81.98
13757,2025-11-14,32,1,Sports,110.52,58.66,51.86
13758,2025-11-14,146,2,Beauty,107.58,69.18,38.4
13759,2025-11-14,120,1,Apparel,63.86,25.6,38.26
13760,2025-11-14,150,1,Sports,126.43,81.37,45.06
13761,2025-11-14,50,1,Beauty,32.59,13.33,19.26
13762,2025-11-14,147,2,Electronics,595.76,271.84,323.92
13763,2025-11-14,18,1,Home & Kitchen,135.0,79.9,55.1
13764,2025-11-14,21,1,Beauty,27.07,12.39,14.68
13765,2025-11-14,36,1,Home & Kitchen,66.83,33.95,32.88
13766,2025-11-14,55,2,Apparel,51.8,21.54,30.26
13767,2025-11-14,38,2,Electronics,887.16,358.86,528.3
13768,2025-11-14,31,1,Sports,156.63,76.33,80.3
13769,2025-11-14,64,1,Sports,16.75,8.47,8.28
13770,2025-11-14,63,1,Electronics,538.56,242.66,295.9
13771,2025-11-14,68,3,Sports,90.81,44.67,46.14
13772,2025-11-14,12,1,Sports,83.23,45.92,37.31
13773,2025-11-14,93,1,Apparel,42.54,19.27,23.27
13774,2025-11-14,105,1,Apparel,32.04,15.26,16.78
13775,2025-11-14,112,1,Home & Kitchen,93.41,42.45,50.96
13776,2025-11-14,53,1,Home & Kitchen,45.49,26.22,19.27
13777,2025-11-14,144,1,Home & Kitchen,58.19,37.47,20.72
13778,2025-11-14,44,1,Home & Kitchen,102.5,49.84,52.66
13779,2025-11-14,140,1,Apparel,61.96,39.39,22.57
13780,2025-11-14,10,1,Apparel,82.88,48.91,33.97
13781,2025-11-14,105,1,Apparel,32.04,15.26,16.78
13782,2025-11-14,50,1,Beauty,32.59,13.33,19.26
13783,2025-11-14,125,3,Sports,125.58,69.24,56.34
13784,2025-11-14,81,2,Home & Kitchen,45.08,21.82,23.26
13785,2025-11-14,103,1,Electronics,569.26,234.16,335.1
13786,2025-11-14,81,1,Home & Kitchen,22.54,10.91,11.63
13787,2025-11-14,57,2,Home & Kitchen,86.66,47.8,38.86
13788,2025-11-14,141,1,Home & Kitchen,127.82,56.22,71.6
13789,2025-11-14,120,1,Apparel,63.86,25.6,38.26
13790,2025-11-14,26,2,Home & Kitchen,49.36,31.54,17.82
13791,2025-11-14,13,1,Electronics,351.12,211.06,140.06
13792,2025-11-14,27,1,Home & Kitchen,35.09,21.49,13.6
13793,2025-11-14,111,2,Sports,184.14,76.28,107.86
13794,2025-11-14,2,1,Electronics,66.21,29.89,36.32
13795,2025-11-14,114,3,Home & Kitchen,246.06,118.92,127.14
13796,2025-11-14,121,1,Home & Kitchen,142.49,70.1,72.39
13797,2025-11-14,15,1,Sports,126.82,71.42,55.4
13798,2025-11-14,11,3,Home & Kitchen,142.14,59.88,82.26
13799,2025-11-14,65,1,Electronics,757.66,462.95,294.71
13800,2025-11-14,53,2,Home & Kitchen,90.98,52.44,38.54
13801,2025-11-14,88,1,Apparel,54.57,26.74,27.83
13802,2025-11-14,63,2,Electronics,1077.12,485.32,591.8
13803,2025-11-14,117,1,Apparel,52.11,26.04,26.07
13804,2025-11-14,129,1,Electronics,290.32,149.04,141.28
13805,2025-11-14,134,1,Sports,83.81,49.15,34.66
13806,2025-11-15,25,2,Electronics,688.06,289.12,398.94
13807,2025-11-15,147,2,Electronics,595.76,271.84,323.92
13808,2025-11-15,105,2,Apparel,64.08,30.52,33.56
13809,2025-11-15,28,1,Beauty,17.99,10.34,7.65
13810,2025-11-15,84,1,Electronics,237.56,139.11,98.45
13811,2025-11-15,149,2,Apparel,93.6,49.88,43.72
13812,2025-11-15,17,1,Home & Kitchen,94.05,58.74,35.31
13813,2025-11-15,45,1,Apparel,37.79,17.8,19.99
13814,2025-11-15,139,1,Home & Kitchen,13.27,7.12,6.15
13815,2025-11-15,32,2,Sports,221.04,117.32,103.72
13816,2025-11-15,122,1,Home & Kitchen,139.07,84.24,54.83
13817,2025-11-15,105,1,Apparel,32.04,15.26,16.78
13818,2025-11-15,45,1,Apparel,37.79,17.8,19.99
13819,2025-11-15,35,1,Electronics,212.61,121.41,91.2
13820,2025-11-15,145,1,Apparel,23.38,13.88,9.5
13821,2025-11-15,9,1,Apparel,79.81,50.41,29.4
13822,2025-11-15,131,1,Sports,180.56,90.59,89.97
13823,2025-11-15,29,1,Sports,162.79,101.63,61.16
13824,2025-11-15,37,1,Electronics,567.89,337.79,230.1
13825,2025-11-15,150,1,Sports,126.43,81.37,45.06
13826,2025-11-15,93,1,Apparel,42.54,19.27,23.27
13827,2025-11-15,108,1,Apparel,55.99,27.29,28.7
13828,2025-11-15,50,1,Beauty,32.59,13.33,19.26
13829,2025-11-15,68,1,Sports,30.27,14.89,15.38
13830,2025-11-15,92,1,Electronics,619.14,386.13,233.01
13831,2025-11-15,8,1,Apparel,39.51,19.84,19.67
13832,2025-11-15,94,2,Beauty,84.82,51.88,32.94
13833,2025-11-15,101,2,Apparel,179.98,95.9,84.08
13834,2025-11-15,20,1,Beauty,29.99,14.29,15.7
13835,2025-11-15,127,1,Sports,134.79,59.59,75.2
13836,2025-11-15,137,2,Home & Kitchen,103.9,61.58,42.32
13837,2025-11-15,84,1,Electronics,237.56,139.11,98.45
13838,2025-11-15,37,1,Electronics,567.89,337.79,230.1
13839,2025-11-15,136,1,Sports,16.59,10.29,6.3
13840,2025-11-15,64,1,Sports,16.75,8.47,8.28
13841,2025-11-15,102,2,Beauty,74.2,35.82,38.38
13842,2025-11-15,105,2,Apparel,64.08,30.52,33.56
13843,2025-11-15,71,1,Sports,29.65,13.78,15.87
13844,2025-11-15,86,1,Apparel,59.33,32.3,27.03
13845,2025-11-15,84,1,Electronics,237.56,139.11,98.45
13846,2025-11-15,60,1,Home & Kitchen,85.48,50.09,35.39
13847,2025-11-15,15,3,Sports,380.46,214.26,166.2
13848,2025-11-15,71,1,Sports,29.65,13.78,15.87
13849,2025-11-15,106,1,Sports,69.03,37.72,31.31
13850,2025-11-15,12,1,Sports,83.23,45.92,37.31
13851,2025-11-15,42,3,Apparel,175.02,89.37,85.65
13852,2025-11-15,117,1,Apparel,52.11,26.04,26.07
13853,2025-11-15,35,1,Electronics,212.61,121.41,91.2
13854,2025-11-15,56,1,Beauty,20.65,10.69,9.96
13855,2025-11-15,118,2,Apparel,95.14,38.8,56.34
13856,2025-11-15,71,1,Sports,29.65,13.78,15.87
13857,2025-11-15,94,1,Beauty,42.41,25.94,16.47
13858,2025-11-15,80,2,Home & Kitchen,171.36,81.12,90.24
13859,2025-11-15,41,1,Apparel,77.17,44.22,32.95
13860,2025-11-15,57,1,Home & Kitchen,43.33,23.9,19.43
13861,2025-11-15,41,1,Apparel,77.17,44.22,32.95
13862,2025-11-15,144,1,Home & Kitchen,58.19,37.47,20.72
13863,2025-11-15,71,2,Sports,59.3,27.56,31.74
13864,2025-11-15,127,1,Sports,134.79,59.59,75.2
13865,2025-11-15,2,1,Electronics,66.21,29.89,36.32
13866,2025-11-15,21,1,Beauty,27.07,12.39,14.68
13867,2025-11-15,43,1,Beauty,5.12,2.91,2.21
13868,2025-11-15,132,2,Sports,158.86,76.0,82.86
13869,2025-11-15,44,1,Home & Kitchen,102.5,49.84,52.66
13870,2025-11-15,128,2,Electronics,1516.18,951.98,564.2
13871,2025-11-15,31,1,Sports,156.63,76.33,80.3
13872,2025-11-15,145,1,Apparel,23.38,13.88,9.5
13873,2025-11-15,134,1,Sports,83.81,49.15,34.66
13874,2025-11-15,36,1,Home & Kitchen,66.83,33.95,32.88
13875,2025-11-15,122,2,Home & Kitchen,278.14,168.48,109.66
13876,2025-11-15,120,2,Apparel,127.72,51.2,76.52
13877,2025-11-15,131,1,Sports,180.56,90.59,89.97
13878,2025-11-15,140,1,Apparel,61.96,39.39,22.57
13879,2025-11-15,59,2,Electronics,666.3,292.12,374.18
13880,2025-11-16,24,3,Home & Kitchen,428.28,244.83,183.45
13881,2025-11-16,19,1,Apparel,72.65,45.18,27.47
13882,2025-11-16,99,1,Apparel,23.0,12.29,10.71
13883,2025-11-16,24,2,Home & Kitchen,285.52,163.22,122.3
13884,2025-11-16,100,2,Electronics,507.2,284.08,223.12
13885,2025-11-16,23,2,Home & Kitchen,245.3,147.02,98.28
13886,2025-11-16,79,2,Electronics,1193.82,550.44,643.38
13887,2025-11-16,8,2,Apparel,79.02,39.68,39.34
13888,2025-11-16,7,1,Electronics,261.53,142.68,118.85
13889,2025-11-16,134,1,Sports,83.81,49.15,34.66
13890,2025-11-16,74,2,Apparel,48.64,27.26,21.38
13891,2025-11-16,57,1,Home & Kitchen,43.33,23.9,19.43
13892,2025-11-16,47,1,Beauty,57.98,28.89,29.09
13893,2025-11-16,104,3,Beauty,166.68,91.44,75.24
13894,2025-11-16,24,2,Home & Kitchen,285.52,163.22,122.3
13895,2025-11-16,87,1,Beauty,51.4,28.76,22.64
13896,2025-11-16,103,1,Electronics,569.26,234.16,335.1
13897,2025-11-16,24,1,Home & Kitchen,142.76,81.61,61.15
13898,2025-11-16,126,1,Home & Kitchen,108.45,55.71,52.74
13899,2025-11-16,80,2,Home & Kitchen,171.36,81.12,90.24
13900,2025-11-16,15,1,Sports,126.82,71.42,55.4
13901,2025-11-16,35,1,Electronics,212.61,121.41,91.2
13902,2025-11-16,145,1,Apparel,23.38,13.88,9.5
13903,2025-11-16,5,1,Apparel,16.08,9.53,6.55
13904,2025-11-16,22,1,Electronics,427.06,185.24,241.82
13905,2025-11-16,84,2,Electronics,475.12,278.22,196.9
13906,2025-11-16,57,1,Home & Kitchen,43.33,23.9,19.43
13907,2025-11-16,66,1,Sports,37.59,23.93,13.66
13908,2025-11-16,65,1,Electronics,757.66,462.95,294.71
13909,2025-11-16,103,1,Electronics,569.26,234.16,335.1
13910,2025-11-16,111,2,Sports,184.14,76.28,107.86
13911,2025-11-16,56,1,Beauty,20.65,10.69,9.96
13912,2025-11-16,78,1,Sports,66.3,32.27,34.03
13913,2025-11-16,127,1,Sports,134.79,59.59,75.2
13914,2025-11-16,40,1,Sports,176.83,88.95,87.88
13915,2025-11-16,24,1,Home & Kitchen,142.76,81.61,61.15
13916,2025-11-16,101,1,Apparel,89.99,47.95,42.04
13917,2025-11-16,36,2,Home & Kitchen,133.66,67.9,65.76
13918,2025-11-16,11,1,Home & Kitchen,47.38,19.96,27.42
13919,2025-11-16,19,1,Apparel,72.65,45.18,27.47
13920,2025-11-16,148,2,Electronics,1237.04,635.1,601.94
13921,2025-11-16,130,1,Home & Kitchen,132.68,70.56,62.12
13922,2025-11-16,10,1,Apparel,82.88,48.91,33.97
13923,2025-11-16,97,1,Apparel,49.94,26.77,23.17
13924,2025-11-16,53,3,Home & Kitchen,136.47,78.66,57.81
13925,2025-11-16,63,1,Electronics,538.56,242.66,295.9
13926,2025-11-16,117,1,Apparel,52.11,26.04,26.07
13927,2025-11-16,100,1,Electronics,253.6,142.04,111.56
13928,2025-11-16,70,2,Home & Kitchen,189.74,81.32,108.42
13929,2025-11-16,32,1,Sports,110.52,58.66,51.86
13930,2025-11-16,144,2,Home & Kitchen,116.38,74.94,41.44
13931,2025-11-16,90,1,Apparel,82.27,40.87,41.4
13932,2025-11-16,86,1,Apparel,59.33,32.3,27.03
13933,2025-11-16,122,1,Home & Kitchen,139.07,84.24,54.83
13934,2025-11-16,67,1,Home & Kitchen,145.61,72.65,72.96
13935,2025-11-16,125,2,Sports,83.72,46.16,37.56
13936,2025-11-16,103,1,Electronics,569.26,234.16,335.1
13937,2025-11-16,20,1,Beauty,29.99,14.29,15.7
13938,2025-11-16,3,1,Home & Kitchen,52.32,29.61,22.71
13939,2025-11-16,92,1,Electronics,619.14,386.13,233.01
13940,2025-11-16,75,1,Electronics,687.32,431.97,255.35
13941,2025-11-16,47,1,Beauty,57.98,28.89,29.09
13942,2025-11-16,7,1,Electronics,261.53,142.68,118.85
13943,2025-11-16,82,2,Apparel,139.52,81.28,58.24
13944,2025-11-16,125,2,Sports,83.72,46.16,37.56
13945,2025-11-16,21,2,Beauty,54.14,24.78,29.36
13946,2025-11-16,129,1,Electronics,290.32,149.04,141.28
13947,2025-11-16,134,1,Sports,83.81,49.15,34.66
13948,2025-11-16,94,1,Beauty,42.41,25.94,16.47
13949,2025-11-16,87,3,Beauty,154.2,86.28,67.92
13950,2025-11-16,140,2,Apparel,123.92,78.78,45.14
13951,2025-11-16,141,1,Home & Kitchen,127.82,56.22,71.6
13952,2025-11-16,57,1,Home & Kitchen,43.33,23.9,19.43
13953,2025-11-16,59,1,Electronics,333.15,146.06,187.09
13954,2025-11-16,55,1,Apparel,25.9,10.77,15.13
13955,2025-11-16,120,1,Apparel,63.86,25.6,38.26
13956,2025-11-16,95,2,Home & Kitchen,295.14,121.02,174.12
13957,2025-11-16,79,2,Electronics,1193.82,550.44,643.38
13958,2025-11-16,127,1,Sports,134.79,59.59,75.2
13959,2025-11-16,67,1,Home & Kitchen,145.61,72.65,72.96
13960,2025-11-16,76,1,Home & Kitchen,148.51,63.9,84.61
13961,2025-11-16,16,1,Apparel,85.29,45.28,40.01
13962,2025-11-16,142,1,Electronics,247.92,113.75,134.17
13963,2025-11-16,138,2,Home & Kitchen,87.46,44.44,43.02
13964,2025-11-16,83,2,Apparel,60.24,36.02,24.22
13965,2025-11-16,82,1,Apparel,69.76,40.64,29.12
13966,2025-11-16,28,2,Beauty,35.98,20.68,15.3
13967,2025-11-17,82,1,Apparel,69.76,40.64,29.12
13968,2025-11-17,6,3,Sports,312.69,192.6,120.09
13969,2025-11-17,79,1,Electronics,596.91,275.22,321.69
13970,2025-11-17,33,2,Home & Kitchen,175.22,98.2,77.02
13971,2025-11-17,37,1,Electronics,567.89,337.79,230.1
13972,2025-11-17,23,1,Home & Kitchen,122.65,73.51,49.14
13973,2025-11-17,69,1,Home & Kitchen,116.0,47.74,68.26
13974,2025-11-17,66,1,Sports,37.59,23.93,13.66
13975,2025-11-17,58,1,Beauty,23.81,13.53,10.28
13976,2025-11-17,49,1,Apparel,83.86,46.51,37.35
13977,2025-11-17,88,1,Apparel,54.57,26.74,27.83
13978,2025-11-17,17,1,Home & Kitchen,94.05,58.74,35.31
13979,2025-11-17,5,2,Apparel,32.16,19.06,13.1
13980,2025-11-17,35,2,Electronics,425.22,242.82,182.4
13981,2025-11-17,95,1,Home & Kitchen,147.57,60.51,87.06
13982,2025-11-17,130,1,Home & Kitchen,132.68,70.56,62.12
13983,2025-11-17,121,1,Home & Kitchen,142.49,70.1,72.39
13984,2025-11-17,95,3,Home & Kitchen,442.71,181.53,261.18
13985,2025-11-17,70,2,Home & Kitchen,189.74,81.32,108.42
13986,2025-11-17,23,1,Home & Kitchen,122.65,73.51,49.14
13987,2025-11-17,28,1,Beauty,17.99,10.34,7.65
13988,2025-11-17,83,2,Apparel,60.24,36.02,24.22
13989,2025-11-17,79,2,Electronics,1193.82,550.44,643.38
13990,2025-11-17,111,1,Sports,92.07,38.14,53.93
13991,2025-11-17,73,2,Apparel,113.62,57.74,55.88
13992,2025-11-17,139,1,Home & Kitchen,13.27,7.12,6.15
13993,2025-11-17,50,1,Beauty,32.59,13.33,19.26
13994,2025-11-17,21,1,Beauty,27.07,12.39,14.68
